,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
805,Milk,171,,52.1,6,52.1,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Agave (100% pure organic agave nectar), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Salt",16086150,2018-10-19T00:00:00-07:00,Sweet Chipotle Spread,1.00,3.5,11.3,2 OZ,393.9,Counter Culture,1.4,BREAKFAST,2.2,149,0
806,"Milk, Tree Nuts, Soybeans",185,,35.8,6,35.8,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Banana, Nutella (Sugar, Palm Oil, Hazelnuts, Cocoa, Skim Milk, Reduced Minerals, Whey (milk), Soy Lecithin (emulsifier), Vanillin (artificial flavor).)",16086211,2018-10-19T00:00:00-07:00,Nutella Gone Bananas Spread,1.00,3.1,9,2 OZ,124.1,Counter Culture,8.4,LUNCH,10.2,136,0
807,Milk,132,,38.2,6,38.2,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Frozen Strawberries, Blueberries, BV POM Pomegranate Juice 24 Oz, Agave (100% pure organic agave nectar), Vanilla Extract",16086212,2018-10-19T00:00:00-07:00,Pomegranate Berry Spread,1.00,2.7,8.3,2 OZ,128.2,Counter Culture,2.3,LUNCH,3.4,110,0
808,Milk,166,,47.7,6,47.7,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Sun Dried Tomato Pesto (Water, Canola Oil, Dried Tomatoes, Parmesan Cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), Onions, Basil, Granulated Garlic, Garlic Powder, Salt, Black Pepper, Xanthan Gum.), Spinach, Salt",16086213,2018-10-19T00:00:00-07:00,Sundried Tomato & Spinach Spread,1.00,3.7,10.5,2 OZ,407.3,Counter Culture,1.5,LUNCH,2.5,143,0
809,Milk,171,,52.1,6,52.1,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Agave (100% pure organic agave nectar), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Salt",16086214,2018-10-19T00:00:00-07:00,Sweet Chipotle Spread,1.00,3.5,11.3,2 OZ,393.9,Counter Culture,1.4,LUNCH,2.2,149,0
810,"Milk, Tree Nuts, Soybeans",185,,35.8,6,35.8,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Banana, Nutella (Sugar, Palm Oil, Hazelnuts, Cocoa, Skim Milk, Reduced Minerals, Whey (milk), Soy Lecithin (emulsifier), Vanillin (artificial flavor).)",16086274,2018-10-19T00:00:00-07:00,Nutella Gone Bananas Spread,1.00,3.1,9,2 OZ,124.1,Counter Culture,8.4,DINNER,10.2,136,0
811,Milk,132,,38.2,6,38.2,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Frozen Strawberries, Blueberries, BV POM Pomegranate Juice 24 Oz, Agave (100% pure organic agave nectar), Vanilla Extract",16086275,2018-10-19T00:00:00-07:00,Pomegranate Berry Spread,1.00,2.7,8.3,2 OZ,128.2,Counter Culture,2.3,DINNER,3.4,110,0
812,Milk,166,,47.7,6,47.7,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Sun Dried Tomato Pesto (Water, Canola Oil, Dried Tomatoes, Parmesan Cheese (pasteurized part-skim milk, cheese culture, salt, enzymes), Onions, Basil, Granulated Garlic, Garlic Powder, Salt, Black Pepper, Xanthan Gum.), Spinach, Salt",16086276,2018-10-19T00:00:00-07:00,Sundried Tomato & Spinach Spread,1.00,3.7,10.5,2 OZ,407.3,Counter Culture,1.5,DINNER,2.5,143,0
813,Milk,171,,52.1,6,52.1,"Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Agave (100% pure organic agave nectar), Chipotle Sauce (chipotle peppers, water, vinegar, sugar, salt, tomato paste, smoke essence, onion, garlic. Kosher), Salt",16086277,2018-10-19T00:00:00-07:00,Sweet Chipotle Spread,1.00,3.5,11.3,2 OZ,393.9,Counter Culture,1.4,DINNER,2.2,149,0
814,"Milk, Tree Nuts",343,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Banana, Ice, Baby Spinach, Apples (Apples, Traces of Ascorbic Acid, Citric Acid, Salt.), Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Green Kale",16086151,2018-10-19T00:00:00-07:00,Apple Kale Smoothie,6.00,13.7,10.7,1 EACH,149,Counter Culture,28.6,BREAKFAST,50.8,112,0
815,Milk,275,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Ice, Banana, BV POM Pomegranate Juice 24 Oz, Blueberries",16086152,2018-10-19T00:00:00-07:00,Pomegranate Blueberry Smoothie,6.00,11.3,0.1,1 EACH,51.6,Counter Culture,43.7,BREAKFAST,59.9,7,0
816,"Milk, Tree Nuts",340,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Ice, Frozen Strawberries, Mango, Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Banana",16086153,2018-10-19T00:00:00-07:00,Strawberry Mango Smoothie,6.00,12.1,10.7,1 EACH,50.1,Counter Culture,35.8,BREAKFAST,50.3,113,0
817,"Milk, Tree Nuts",343,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Banana, Ice, Baby Spinach, Apples (Apples, Traces of Ascorbic Acid, Citric Acid, Salt.), Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Green Kale",16086215,2018-10-19T00:00:00-07:00,Apple Kale Smoothie,6.00,13.7,10.7,1 EACH,149,Counter Culture,28.6,LUNCH,50.8,112,0
818,Milk,275,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Ice, Banana, BV POM Pomegranate Juice 24 Oz, Blueberries",16086216,2018-10-19T00:00:00-07:00,Pomegranate Blueberry Smoothie,6.00,11.3,0.1,1 EACH,51.6,Counter Culture,43.7,LUNCH,59.9,7,0
819,"Milk, Tree Nuts",340,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Ice, Frozen Strawberries, Mango, Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Banana",16086217,2018-10-19T00:00:00-07:00,Strawberry Mango Smoothie,6.00,12.1,10.7,1 EACH,50.1,Counter Culture,35.8,LUNCH,50.3,113,0
820,"Milk, Tree Nuts",343,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Banana, Ice, Baby Spinach, Apples (Apples, Traces of Ascorbic Acid, Citric Acid, Salt.), Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Green Kale",16086278,2018-10-19T00:00:00-07:00,Apple Kale Smoothie,6.00,13.7,10.7,1 EACH,149,Counter Culture,28.6,DINNER,50.8,112,0
821,Milk,275,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Ice, Banana, BV POM Pomegranate Juice 24 Oz, Blueberries",16086279,2018-10-19T00:00:00-07:00,Pomegranate Blueberry Smoothie,6.00,11.3,0.1,1 EACH,51.6,Counter Culture,43.7,DINNER,59.9,7,0
822,"Milk, Tree Nuts",340,,0,6,0,"Smoothie Yogurt Base (Vanilla Greek Yogurt (Cultured Grade A Nonfat Milk, Water, Sugar, Fructose, Modified Corn Starch, Active Yogurt Cultures, Less than 1% of: Natural Vanilla Flavor, Malic Acid, Potssium Sorbate (preservative), Sodium Citrate, Vitamin D3.), Agave (100% pure organic agave nectar)), Ice, Frozen Strawberries, Mango, Coconut Milk (Coconut Milk, Water, Stabilizer/Emulsifier(Carboxymethyl Cellulose and/or Polysorbate 60), Thickener(Guar Gum and/or Xanthan Gum), Preservative (Potassium or Sodium Metabisulfite)), Banana",16086280,2018-10-19T00:00:00-07:00,Strawberry Mango Smoothie,6.00,12.1,10.7,1 EACH,50.1,Counter Culture,35.8,DINNER,50.3,113,0
823,"Milk, Eggs, Wheat, Soybeans, Gluten",641,,53.8,6,53.8,"Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Fair Trade Light Brown Sugar, Fair Trade Organic Sugar Cane, Cage Free Eggs, Salt, Baking Soda",16086218,2018-10-19T00:00:00-07:00,Chocolate Chip Cookie,2.95,9.5,8.8,7 OZ,682.7,Counter Culture,73.6,LUNCH,121.1,144,0
824,"Milk, Tree Nuts, Soybeans",287,,0.5,6,0.5,"Water, Light Corn Syrup, GR Sunbutter Sunflower Seed Spr Natural, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Rice Crispy (Rice, Sugar, Salt, High Fructose Corn Syrup, Malt Extract, Ferric Orthophosphate (iron), Vitamin C (ascorbic acid), Zinc (zinc oxide), Niacin (niacinamide), Vitamin A Palmitate, Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin hydrochloride), Vitamin D, Folate (folic acid), Vitamin B12. BHT), Nutella (Sugar, Palm Oil, Hazelnuts, Cocoa, Skim Milk, Reduced Minerals, Whey (milk), Soy Lecithin (emulsifier), Vanillin (artificial flavor).), Shelled Sunflower Seeds, PUMPKIN SEEDS, Coconut, Seedless Raisins (Fancy Golden Seedless Raisins, Palm and/or Sunflower Oil, Sulfite (color).), Craisins (Cranberries, Sugar, Citric Acid, Elderberry Juice Concentrate, Sunflower Oil.), Organic Chia Seeds",16086219,2018-10-19T00:00:00-07:00,Energizer Bunny Bar,3.00,6.4,4.1,3 OZ,118,Counter Culture,27.5,LUNCH,33.4,143,0
825,"Milk, Eggs, Wheat, Gluten",625,,64.4,6,64.4,"Brown Sugar, Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Rolled Oats, Seedless Raisins (Fancy Golden Seedless Raisins, Palm and/or Sunflower Oil, Sulfite (color).), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Cage Free Eggs, Milk (Milk, Vitamin D3.), Baking Powder, Vanilla Extract, Baking Soda, Salt",16086220,2018-10-19T00:00:00-07:00,Oatmeal Raisin BAC,2.95,11.9,1.5,7 OZ,755.9,Counter Culture,73.2,LUNCH,135.3,51,0
826,"Milk, Eggs, Wheat, Soybeans",339,,83.4,6,83.4,"Vanilla Cheesecake Batter (Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Fair Trade Organic Sugar Cane, Cage Free Eggs, Sour Cream (Cultured cream, enzyme.), Vanilla Extract), Graham Cracker Crust (Graham Cracker Crumbs (GRAHAM FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SUGAR, CANOLA OIL, CORN SYRUP, MOLASSES, HONEY, CONTAINS 2% OR LESS OF CALCIUM CARBONATE, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BHT FOR FRESHNESS, SOY LECITHIN.), Fair Trade Organic Sugar Cane, Unsalted Butter (Pasteurized Cream, Natural Flavorings.)), Jam Raspberry Seedless, Chocolate Ganache (Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Light Corn Syrup, Fair Trade Organic Sugar Cane), Fresh Raspberry",16086221,2018-10-19T00:00:00-07:00,Raspberry Cheesecake,3.00,4.9,8.8,4 OZ,163.9,Counter Culture,38.3,LUNCH,46.5,137,0
827,"Milk, Eggs, Wheat, Soybeans, Gluten",379,,0.7,6,0.7,"Brownie (Brownie Fudge Mix ( Sugar, Enriched Bleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Palm And Soybean Oil, Cocoa (Processed With Alkali), Less Than 2% Of: Artificial Flavor, Baking Soda, Egg Whites, Salt. ), Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Water, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Graham Cracker Crust (Graham Cracker Crumbs (GRAHAM FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SUGAR, CANOLA OIL, CORN SYRUP, MOLASSES, HONEY, CONTAINS 2% OR LESS OF CALCIUM CARBONATE, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BHT FOR FRESHNESS, SOY LECITHIN.), Fair Trade Organic Sugar Cane, Unsalted Butter (Pasteurized Cream, Natural Flavorings.)), Mini Marshmallows (Corn Syrup, Sugar, Modified Cornstarch, Dextrose, Water, Gelatin, 2% or Less of: Tetrasodium Pyrophosphate (whipping aid), Natural & Artificial Flavor, Artificial Color (includes blue 1).), Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Graham Cracker Crumbs (GRAHAM FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SUGAR, CANOLA OIL, CORN SYRUP, MOLASSES, HONEY, CONTAINS 2% OR LESS OF CALCIUM CARBONATE, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BHT FOR FRESHNESS, SOY LECITHIN.)",16086222,2018-10-19T00:00:00-07:00,S'mores Brownie Bar,3.00,4.5,1.3,4 OZ,303.6,Counter Culture,51.7,LUNCH,77.7,56,0
828,"Milk, Eggs, Tree Nuts, Wheat, Soybeans, Gluten",627,,135.8,6,135.8,"Brownie (Brownie Fudge Mix ( Sugar, Enriched Bleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Palm And Soybean Oil, Cocoa (Processed With Alkali), Less Than 2% Of: Artificial Flavor, Baking Soda, Egg Whites, Salt. ), Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Water, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Vanilla Cheesecake Batter (Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Fair Trade Organic Sugar Cane, Cage Free Eggs, Sour Cream (Cultured cream, enzyme.), Vanilla Extract), Chocolate Ganache (Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Light Corn Syrup, Fair Trade Organic Sugar Cane), Caramel Pecan Filling (Pecan Pieces, Salted Caramel Sauce (Fair Trade Organic Sugar Cane, Water, Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Salt, Fair Trade Organic Sugar Cane)), White Chocolate (Sugar, Cocoa Fat, Dry Whole Milk, Whey, Soy Lecithin (emulsifier), Natural Vanilla Flavor.)",16086223,2018-10-19T00:00:00-07:00,Turtle Cheesecake,3.00,9.3,16.5,1 EA,329.1,Counter Culture,64.1,LUNCH,77.5,292,0
829,"Milk, Eggs, Wheat, Soybeans, Gluten",641,,53.8,6,53.8,"Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Fair Trade Light Brown Sugar, Fair Trade Organic Sugar Cane, Cage Free Eggs, Salt, Baking Soda",16086281,2018-10-19T00:00:00-07:00,Chocolate Chip Cookie,2.95,9.5,8.8,7 OZ,682.7,Counter Culture,73.6,DINNER,121.1,144,0
830,"Milk, Tree Nuts, Soybeans",287,,0.5,6,0.5,"Water, Light Corn Syrup, GR Sunbutter Sunflower Seed Spr Natural, Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Rice Crispy (Rice, Sugar, Salt, High Fructose Corn Syrup, Malt Extract, Ferric Orthophosphate (iron), Vitamin C (ascorbic acid), Zinc (zinc oxide), Niacin (niacinamide), Vitamin A Palmitate, Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin hydrochloride), Vitamin D, Folate (folic acid), Vitamin B12. BHT), Nutella (Sugar, Palm Oil, Hazelnuts, Cocoa, Skim Milk, Reduced Minerals, Whey (milk), Soy Lecithin (emulsifier), Vanillin (artificial flavor).), Shelled Sunflower Seeds, PUMPKIN SEEDS, Coconut, Seedless Raisins (Fancy Golden Seedless Raisins, Palm and/or Sunflower Oil, Sulfite (color).), Craisins (Cranberries, Sugar, Citric Acid, Elderberry Juice Concentrate, Sunflower Oil.), Organic Chia Seeds",16086282,2018-10-19T00:00:00-07:00,Energizer Bunny Bar,3.00,6.4,4.1,3 OZ,118,Counter Culture,27.5,DINNER,33.4,143,0
831,"Milk, Eggs, Wheat, Gluten",625,,64.4,6,64.4,"Brown Sugar, Flour (Bleached Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid.), Rolled Oats, Seedless Raisins (Fancy Golden Seedless Raisins, Palm and/or Sunflower Oil, Sulfite (color).), Unsalted Butter (Pasteurized Cream, Natural Flavorings.), Cage Free Eggs, Milk (Milk, Vitamin D3.), Baking Powder, Vanilla Extract, Baking Soda, Salt",16086283,2018-10-19T00:00:00-07:00,Oatmeal Raisin BAC,2.95,11.9,1.5,7 OZ,755.9,Counter Culture,73.2,DINNER,135.3,51,0
832,"Milk, Eggs, Wheat, Soybeans",339,,83.4,6,83.4,"Vanilla Cheesecake Batter (Cream Cheese (Pasteurized milk and cream, cheese culture, salt, guar gum, carob bean gum, xanthan gum. ), Fair Trade Organic Sugar Cane, Cage Free Eggs, Sour Cream (Cultured cream, enzyme.), Vanilla Extract), Graham Cracker Crust (Graham Cracker Crumbs (GRAHAM FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SUGAR, CANOLA OIL, CORN SYRUP, MOLASSES, HONEY, CONTAINS 2% OR LESS OF CALCIUM CARBONATE, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BHT FOR FRESHNESS, SOY LECITHIN.), Fair Trade Organic Sugar Cane, Unsalted Butter (Pasteurized Cream, Natural Flavorings.)), Jam Raspberry Seedless, Chocolate Ganache (Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Heavy Cream (Milk, Carrageenan, Mono- and Diglycerides, Polysorbate 80), Light Corn Syrup, Fair Trade Organic Sugar Cane), Fresh Raspberry",16086284,2018-10-19T00:00:00-07:00,Raspberry Cheesecake,3.00,4.9,8.8,4 OZ,163.9,Counter Culture,38.3,DINNER,46.5,137,0
833,"Milk, Eggs, Wheat, Soybeans, Gluten",379,,0.7,6,0.7,"Brownie (Brownie Fudge Mix ( Sugar, Enriched Bleached Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Palm And Soybean Oil, Cocoa (Processed With Alkali), Less Than 2% Of: Artificial Flavor, Baking Soda, Egg Whites, Salt. ), Eggs (Cage Free Whole Eggs, Citric Acid, 0.15% water, Xanthan Gum, Guar Gum, Nisin.), Water, Sunflower Pan Coating Spray (Sunflower Oil, Sunflower Lecithin, Propellant.)), Graham Cracker Crust (Graham Cracker Crumbs (GRAHAM FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SUGAR, CANOLA OIL, CORN SYRUP, MOLASSES, HONEY, CONTAINS 2% OR LESS OF CALCIUM CARBONATE, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BHT FOR FRESHNESS, SOY LECITHIN.), Fair Trade Organic Sugar Cane, Unsalted Butter (Pasteurized Cream, Natural Flavorings.)), Mini Marshmallows (Corn Syrup, Sugar, Modified Cornstarch, Dextrose, Water, Gelatin, 2% or Less of: Tetrasodium Pyrophosphate (whipping aid), Natural & Artificial Flavor, Artificial Color (includes blue 1).), Chocolate Chips (Semi-Sweet Chocolate (sugar, chocolate, cocoa butter, milk fat, soy lecithin, vanillin, artificial flavor, milk).), Graham Cracker Crumbs (GRAHAM FLOUR, ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), SUGAR, CANOLA OIL, CORN SYRUP, MOLASSES, HONEY, CONTAINS 2% OR LESS OF CALCIUM CARBONATE, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), SALT, ARTIFICIAL FLAVOR, VITAMIN A PALMITATE, BHT FOR FRESHNESS, SOY LECITHIN.)",16086285,2018-10-19T00:00:00-07:00,S'mores Brownie Bar,3.00,4.5,1.3,4 OZ,303.6,Counter Culture,51.7,DINNER,77.7,56,0
